freq,rn,nfmin,sopt,s11,s12,s21,s22
1129000000.0000000000,5.8696568555,0.0618589249,0.8864967011 / 6.9584161435,0.9232310168 / -17.9875261266,0.0228962872 / 92.4997001596,9.2319527928 / 150.7307759093,0.2694256126 / 23.0318351369
1135500000.0000000000,5.8690913760,0.0619829773,0.8862755044 / 6.9983660257,0.9224941554 / -18.0775358363,0.0230448623 / 92.5006820907,9.2235256589 / 150.5784183668,0.2701265861 / 23.0336338615
1142000000.0000000000,5.8685189854,0.0621074900,0.8860534356 / 7.0383165252,0.9217551617 / -18.1673484916,0.0231936493 / 92.5013536450,9.2150758736 / 150.4262783225,0.2708268049 / 23.0345718662
1148500000.0000000000,5.8679396967,0.0622324603,0.8858304994 / 7.0782676661,0.9210140610 / -18.2569637716,0.0233426480 / 92.5017166827,9.2066037061 / 150.2743561174,0.2715262454 / 23.0346589519
1155000000.0000000000,5.8673535233,0.0623578857,0.8856067005 / 7.1182194725,0.9202708782 / -18.3463813638,0.0234918579 / 92.5017730534,9.1981094247 / 150.1226520845,0.2722248840 / 23.0339048332
1161500000.0000000000,5.8667604781,0.0624837635,0.8853820435 / 7.1581719685,0.9195256384 / -18.4356009641,0.0236412788 / 92.5015245963,9.1895932971 / 149.9711665492,0.2729226979 / 23.0323191385
1168000000.0000000000,5.8661605739,0.0626100912,0.8851565330 / 7.1981251779,0.9187783664 / -18.5246222764,0.0237909101 / 92.5009731406,9.1810555905 / 149.8198998286,0.2736196642 / 23.0299114104
1174500000.0000000000,5.8655538236,0.0627368660,0.8849301734 / 7.2380791246,0.9180290872 / -18.6134450133,0.0239407517 / 92.5001205056,9.1724965711 / 149.6688522323,0.2743157607 / 23.0266911056
1181000000.0000000000,5.8649402397,0.0628640855,0.8847029694 / 7.2780338325,0.9172778254 / -18.7020688952,0.0240908029 / 92.4989685012,9.1639165046 / 149.5180240618,0.2750109655 / 23.0226675953
1187500000.0000000000,5.8643198347,0.0629917470,0.8844749255 / 7.3179893251,0.9165246057 / -18.7904936509,0.0242410635 / 92.4975189281,9.1553156558 / 149.3674156112,0.2757052569 / 23.0178501652
1194000000.0000000000,5.8636926209,0.0631198481,0.8842460461 / 7.3579456261,0.9157694529 / -18.8787190171,0.0243915330 / 92.4957735782,9.1466942887 / 149.2170271664,0.2763986137 / 23.0122480160
1200500000.0000000000,5.8630586108,0.0632483861,0.8840163358 / 7.3979027591,0.9150123913 / -18.9667447390,0.0245422110 / 92.4937342346,9.1380526668 / 149.0668590059,0.2770910151 / 23.0058702633
1207000000.0000000000,5.8624178162,0.0633773584,0.8837857990 / 7.4378607475,0.9142534455 / -19.0545705693,0.0246930971 / 92.4914026717,9.1293910524 / 148.9169114003,0.2777824405 / 22.9987259382
1213500000.0000000000,5.8617702493,0.0635067627,0.8835544400 / 7.4778196148,0.9134926399 / -19.1421962692,0.0248441908 / 92.4887806560,9.1207097074 / 148.7671846128,0.2784728697 / 22.9908239874
1220000000.0000000000,5.8611159220,0.0636365962,0.8833222634 / 7.5177793843,0.9127299987 / -19.2296216074,0.0249954916 / 92.4858699457,9.1120088925 / 148.6176788986,0.2791622829 / 22.9821732736
1226500000.0000000000,5.8604548460,0.0637668566,0.8830892734 / 7.5577400792,0.9119655461 / -19.3168463608,0.0251469991 / 92.4826722912,9.1032888679 / 148.4683945056,0.2798506605 / 22.9727825758
1233000000.0000000000,5.8597870331,0.0638975413,0.8828554745 / 7.5977017228,0.9111993064 / -19.4038703141,0.0252987128 / 92.4791894352,9.0945498928 / 148.3193316742,0.2805379834 / 22.9626605897
1239500000.0000000000,5.8591124947,0.0640286478,0.8826208709 / 7.6376643382,0.9104313035 / -19.4906932597,0.0254506323 / 92.4754231129,9.0857922255 / 148.1704906370,0.2812242327 / 22.9518159279
1246000000.0000000000,5.8584312425,0.0641601736,0.8823854670 / 7.6776279484,0.9096615614 / -19.5773149980,0.0256027570 / 92.4713750520,9.0770161233 / 148.0218716194,0.2819093898 / 22.9402571204
1252500000.0000000000,5.8577432877,0.0642921163,0.8821492670 / 7.7175925764,0.9088901039 / -19.6637353368,0.0257550865 / 92.4670469731,9.0682218430 / 147.8734748392,0.2825934367 / 22.9279926151
1259000000.0000000000,5.8570486416,0.0644244734,0.8819122752 / 7.7575582451,0.9081169549 / -19.7499540919,0.0259076202 / 92.4624405897,9.0594096402 / 147.7253005069,0.2832763553 / 22.9150307780
1265500000.0000000000,5.8563473154,0.0645572424,0.8816744958 / 7.7975249774,0.9073421380 / -19.8359710866,0.0260603577 / 92.4575576082,9.0505797696 / 147.5773488254,0.2839581281 / 22.9013798937
1272000000.0000000000,5.8556393203,0.0646904209,0.8814359331 / 7.8374927961,0.9065656769 / -19.9217861516,0.0262132984 / 92.4523997284,9.0417324850 / 147.4296199907,0.2846387379 / 22.8870481659
1278500000.0000000000,5.8549246670,0.0648240064,0.8811965911 / 7.8774617239,0.9057875951 / -20.0073991255,0.0263664418 / 92.4469686431,9.0328680393 / 147.2821141911,0.2853181677 / 22.8720437177
1285000000.0000000000,5.8542033667,0.0649579967,0.8809564742 / 7.9174317835,0.9050079159 / -20.0928098541,0.0265197874 / 92.4412660387,9.0239866844 / 147.1348316078,0.2859964007 / 22.8563745921
1291500000.0000000000,5.8534754300,0.0650923891,0.8807155863 / 7.9574029974,0.9042266627 / -20.1780181907,0.0266733346 / 92.4352935948,9.0150886714 / 146.9877724150,0.2866734208 / 22.8400487527
1298000000.0000000000,5.8527408677,0.0652271814,0.8804739317 / 7.9973753881,0.9034438587 / -20.2630239962,0.0268270828 / 92.4290529849,9.0061742501 / 146.8409367795,0.2873492117 / 22.8230740837
1304500000.0000000000,5.8519996905,0.0653623711,0.8802315144 / 8.0373489782,0.9026595272 / -20.3478271386,0.0269810316 / 92.4225458759,8.9972436696 / 146.6943248609,0.2880237578 / 22.8054583908
1311000000.0000000000,5.8512519088,0.0654979560,0.8799883384 / 8.0773237901,0.9018736910 / -20.4324274932,0.0271351804 / 92.4157739286,8.9882971778 / 146.5479368119,0.2886970436 / 22.7872094015
1317500000.0000000000,5.8504975332,0.0656339335,0.8797444078 / 8.1172998460,0.9010863731 / -20.5168249427,0.0272895285 / 92.4087387973,8.9793350218 / 146.4017727782,0.2893690539 / 22.7683347657
1324000000.0000000000,5.8497365740,0.0657703013,0.8794997267 / 8.1572771683,0.9002975965 / -20.6010193770,0.0274440754 / 92.4014421304,8.9703574475 / 146.2558328984,0.2900397738 / 22.7488420561
1330500000.0000000000,5.8489690416,0.0659070572,0.8792542989 / 8.1972557791,0.8995073838 / -20.6850106930,0.0275988206 / 92.3938855702,8.9613646998 / 146.1101173041,0.2907091886 / 22.7287387687
1337000000.0000000000,5.8481949461,0.0660441987,0.8790081285 / 8.2372357007,0.8987157577 / -20.7687987948,0.0277537634 / 92.3860707530,8.9523570227 / 145.9646261200,0.2913772841 / 22.7080323234
1343500000.0000000000,5.8474142978,0.0661817236,0.8787612194 / 8.2772169551,0.8979227406 / -20.8523835936,0.0279089033 / 92.3779993089,8.9433346591 / 145.8193594641,0.2920440461 / 22.6867300646
1350000000.0000000000,5.8466271067,0.0663196295,0.8785135755 / 8.3171995643,0.8971283552 / -20.9357650074,0.0280642397 / 92.3696728623,8.9342978506 / 145.6743174474,0.2927094609 / 22.6648392615
1356500000.0000000000,5.8458333829,0.0664579142,0.8782652008 / 8.3571835504,0.8963326236 / -21.0189429614,0.0282197718 / 92.3610930316,8.9252468381 / 145.5295001741,0.2933735150 / 22.6423671088
1363000000.0000000000,5.8450331362,0.0665965753,0.8780160990 / 8.3971689353,0.8955355682 / -21.1019173877,0.0283754993 / 92.3522614295,8.9161818612 / 145.3849077418,0.2940361950 / 22.6193207273
1369500000.0000000000,5.8442263765,0.0667356106,0.8777662740 / 8.4371557407,0.8947372110 / -21.1846882249,0.0285314213 / 92.3431796626,8.9071031585 / 145.2405402414,0.2946974879 / 22.5957071642
1376000000.0000000000,5.8434131137,0.0668750178,0.8775157297 / 8.4771439886,0.8939375741 / -21.2672554189,0.0286875374 / 92.3338493320,8.8980109674 / 145.0963977570,0.2953573811 / 22.5715333939
1382500000.0000000000,5.8425933575,0.0670147947,0.8772644697 / 8.5171337006,0.8931366794 / -21.3496189220,0.0288438468 / 92.3242720328,8.8889055243 / 144.9524803662,0.2960158621 / 22.5468063185
1389000000.0000000000,5.8417671176,0.0671549390,0.8770124980 / 8.5571248985,0.8923345488 / -21.4317786934,0.0290003490 / 92.3144493545,8.8797870645 / 144.8087881401,0.2966729185 / 22.5215327682
1395500000.0000000000,5.8409344034,0.0672954484,0.8767598182 / 8.5971176039,0.8915312039 / -21.5137346987,0.0291570433 / 92.3043828808,8.8706558221 / 144.6653211432,0.2973285384 / 22.4957195019
1402000000.0000000000,5.8400952247,0.0674363209,0.8765064341 / 8.6371118383,0.8907266663 / -21.5954869104,0.0293139291 / 92.2940741898,8.8615120302 / 144.5220794335,0.2979827101 / 22.4693732081
1408500000.0000000000,5.8392495909,0.0675775540,0.8762523493 / 8.6771076232,0.8899209575 / -21.6770353074,0.0294710057 / 92.2835248539,8.8523559207 / 144.3790630627,0.2986354220 / 22.4425005049
1415000000.0000000000,5.8383975113,0.0677191458,0.8759975676 / 8.7171049803,0.8891140989 / -21.7583798751,0.0296282725 / 92.2727364397,8.8431877242 / 144.2362720760,0.2992866630 / 22.4151079410
1421500000.0000000000,5.8375389954,0.0678610938,0.8757420925 / 8.7571039307,0.8883061118 / -21.8395206054,0.0297857288 / 92.2617105081,8.8340076705 / 144.0937065123,0.2999364219 / 22.3872019960
1428000000.0000000000,5.8366740524,0.0680033961,0.8754859277 / 8.7971044960,0.8874970174 / -21.9204574965,0.0299433739 / 92.2504486146,8.8248159880 / 143.9513664044,0.3005846880 / 22.3587890813
1434500000.0000000000,5.8358026917,0.0681460504,0.8752290768 / 8.8371066974,0.8866868366 / -22.0011905531,0.0301012073 / 92.2389523087,8.8156129039 / 143.8092517786,0.3012314508 / 22.3298755402
1441000000.0000000000,5.8349249223,0.0682890546,0.8749715434 / 8.8771105562,0.8858755905 / -22.0817197860,0.0302592282 / 92.2272231346,8.8063986445 / 143.6673626552,0.3018766999 / 22.3004676489
1447500000.0000000000,5.8340407535,0.0684324065,0.8747133310 / 8.9171160934,0.8850632999 / -22.1620452124,0.0304174360 / 92.2152626305,8.7971734346 / 143.5256990482,0.3025204253 / 22.2705716167
1454000000.0000000000,5.8331501942,0.0685761041,0.8744544431 / 8.9571233304,0.8842499855 / -22.2421668557,0.0305758299 / 92.2030723293,8.7879374981 / 143.3842609657,0.3031626169 / 22.2401935871
1460500000.0000000000,5.8322532536,0.0687201451,0.8741948833 / 8.9971322882,0.8834356678 / -22.3220847453,0.0307344094 / 92.1906537578,8.7786910576 / 143.2430484095,0.3038032653 / 22.2093396376
1467000000.0000000000,5.8313499405,0.0688645275,0.8739346550 / 9.0371429878,0.8826203674 / -22.4017989168,0.0308931737 / 92.1780084375,8.7694343345 / 143.1020613757,0.3044423609 / 22.1780157809
1473500000.0000000000,5.8304402640,0.0690092492,0.8736737617 / 9.0771554503,0.8818041048 / -22.4813094117,0.0310521221 / 92.1651378841,8.7601675490 / 142.9612998542,0.3050798946 / 22.1462279655
1480000000.0000000000,5.8295242329,0.0691543080,0.8734122067 / 9.1171696964,0.8809869000 / -22.5606162778,0.0312112540 / 92.1520436077,8.7508909202 / 142.8207638291,0.3057158573 / 22.1139820755
1486500000.0000000000,5.8286018560,0.0692997020,0.8731499937 / 9.1571857472,0.8801687734 / -22.6397195685,0.0313705687 / 92.1387271125,8.7416046658 / 142.6804532787,0.3063502402 / 22.0812839321
1493000000.0000000000,5.8276731422,0.0694454291,0.8728871258 / 9.1972036235,0.8793497448 / -22.7186193432,0.0315300654 / 92.1251898973,8.7323090026 / 142.5403681753,0.3069830348 / 22.0481392938
1499500000.0000000000,5.8267381000,0.0695914872,0.8726236064 / 9.2372233461,0.8785298344 / -22.7973156672,0.0316897435 / 92.1114334550,8.7230041459 / 142.4005084857,0.3076142326 / 22.0145538565
1506000000.0000000000,5.8257967383,0.0697378742,0.8723594390 / 9.2772449356,0.8777090617 / -22.8758086115,0.0318496023 / 92.0974592728,8.7136903099 / 142.2608741707,0.3082438255 / 21.9805332551
1512500000.0000000000,5.8248490656,0.0698845882,0.8720946268 / 9.3172684128,0.8768874467 / -22.9540982529,0.0320096411 / 92.0832688322,8.7043677076 / 142.1214651857,0.3088718054 / 21.9460830629
1519000000.0000000000,5.8238950906,0.0700316272,0.8718291730 / 9.3572937983,0.8760650088 / -23.0321846737,0.0321698591 / 92.0688636090,8.6950365508 / 141.9822814803,0.3094981647 / 21.9112087930
1525500000.0000000000,5.8229348218,0.0701789890,0.8715630810 / 9.3973211127,0.8752417674 / -23.1100679621,0.0323302557 / 92.0542450732,8.6856970499 / 141.8433229987,0.3101228957 / 21.8759158986
1532000000.0000000000,5.8219682677,0.0703266718,0.8712963541 / 9.4373503766,0.8744177420 / -23.1877482116,0.0324908301 / 92.0394146890,8.6763494144 / 141.7045896793,0.3107459909 / 21.8402097733
1538500000.0000000000,5.8209954368,0.0704746735,0.8710289953 / 9.4773816104,0.8735929518 / -23.2652255214,0.0326515817 / 92.0243739150,8.6669938521 / 141.5660814553,0.3113674433 / 21.8040957522
1545000000.0000000000,5.8200163376,0.0706229922,0.8707610080 / 9.5174148345,0.8727674159 / -23.3424999962,0.0328125097 / 92.0091242037,8.6576305701 / 141.4277982543,0.3119872457 / 21.7675791120
1551500000.0000000000,5.8190309783,0.0707716259,0.8704923953 / 9.5574500694,0.8719411532 / -23.4195717460,0.0329736133 / 91.9936670021,8.6482597738 / 141.2897399987,0.3126053913 / 21.7306650715
1558000000.0000000000,5.8180393674,0.0709205727,0.8702231603 / 9.5974873355,0.8711141826 / -23.4964408861,0.0331348920 / 91.9780037512,8.6388816676 / 141.1519066054,0.3132218735 / 21.6933587926
1564500000.0000000000,5.8170415131,0.0710698306,0.8699533062 / 9.6375266529,0.8702865230 / -23.5731075374,0.0332963449 / 91.9621358861,8.6294964546 / 141.0142979861,0.3138366858 / 21.6556653804
1571000000.0000000000,5.8160374238,0.0712193977,0.8696828360 / 9.6775680420,0.8694581929 / -23.6495718258,0.0334579714 / 91.9460648361,8.6201043368 / 140.8769140472,0.3144498218 / 21.6175898841
1577500000.0000000000,5.8150271076,0.0713692721,0.8694117530 / 9.7176115230,0.8686292108 / -23.7258338825,0.0336197707 / 91.9297920248,8.6107055146 / 140.7397546900,0.3150612755 / 21.5791372972
1584000000.0000000000,5.8140105728,0.0715194518,0.8691400600 / 9.7576571161,0.8677995953 / -23.8018938439,0.0337817421 / 91.9133188696,8.6013001874 / 140.6028198106,0.3156710410 / 21.5403125583
