# RGLC Parameters for 8mm-suspended line from 2D extractor
# Width varies from 0.2:0.1:20 (mm)
# Freq varies from 0.1 to 5 GHz in 51 steps
width_mm,freq_ghz,r_ohm,l_uH,g_uS,c_pf
0.3,4.216,39.4009675792241,0.925630835374337,101.306160704457,14.9402406366521
0.3,4.314,39.907395073433,0.925614191191647,103.954561708917,14.9401760487747
0.3,4.412,40.41289721496,0.925598105681547,106.657301661275,14.9401112164815
0.3,4.51,40.9178754826582,0.92558254312584,109.414762997121,14.9400460661834
0.3,4.608,41.4227126381561,0.925567470110576,112.227290297023,14.9399805315219
0.3,4.706,41.9277731700429,0.925552855359254,115.095194603287,14.9399145525432
0.3,4.804,42.4334038131756,0.925538669580371,118.018757179402,14.9398480749791
0.3,4.902,42.9399341243365,0.925524885327623,120.998232791851,14.9397810496199
0.3,5,43.4476770982723,0.925511476871352,124.033852581528,14.9397134317643
0.4,0.1,4.79385335214239,0.882083034302149,2.518424669716,15.6419207938085
0.4,0.198,6.89495706302191,0.879856292611014,4.43144750226043,15.6415702937956
0.4,0.296,8.26926493192097,0.878868037273144,7.30193387912742,15.6410467892428
0.4,0.394,9.42468665401462,0.878324644528122,10.790895403534,15.6404151163265
0.4,0.492,10.4911093114804,0.877958122169778,14.5745187280744,15.6397372087765
0.4,0.59,11.4881963523244,0.877681118204036,18.3990101273892,15.639061608096
0.4,0.688,12.417690997448,0.87745979320679,22.096336404111,15.6384204528964
0.4,0.786,13.2831409013427,0.877277797640008,25.5741557864683,15.6378314047521
0.4,0.884,14.0913609186647,0.8771254226524,28.7956924854189,15.6373014974684
0.4,0.982,14.8505607915794,0.876996042414987,31.7597763750821,15.6368309547675
0.4,1.08,15.568740971739,0.876884798127545,34.485289386388,15.6364161651305
0.4,1.178,16.2528605010632,0.876788012489571,37.0006077207339,15.6360517011186
0.4,1.276,16.9085732918977,0.876702865522456,39.3371192802901,15.6357315592547
0.4,1.374,17.5402756001738,0.876627181121642,41.5255956592486,15.6354498539294
0.4,1.472,18.1512882894884,0.876559272590308,43.5943840551136,15.6352011632232
0.4,1.57,18.7440751816121,0.876497826474446,45.5686797381066,15.6349806680568
0.4,1.668,19.3204497054797,0.876441814184927,47.4703982006345,15.634784176644
0.4,1.766,19.8817507709369,0.876390424669424,49.3183533200603,15.6346080904158
0.4,1.864,20.4289834521989,0.876343013204821,51.1285710355441,15.6344493440254
0.4,1.962,20.9629267953334,0.876299062524235,52.9146444059115,15.6343053374385
0.4,2.06,21.4842136331764,0.876258153344968,54.6880812843917,15.6341738694357
0.4,2.158,21.9933878176544,0.876219942033727,56.4586218309007,15.6340530768835
0.4,2.256,22.4909438900372,0.876184143674596,58.2345174030115,15.6339413813934
0.4,2.354,22.977353477427,0.876150519218749,60.0227698733819,15.6338374435484
0.4,2.452,23.453081906046,0.876118865714549,61.8293340545775,15.6337401241869
0.4,2.55,23.9185977822746,0.876089008861333,63.6592874091292,15.6336484519429
0.4,2.648,24.3743776572752,0.876060797316237,65.5169715881816,15.6335615961754
0.4,2.746,24.8209073694115,0.87603409832428,67.4061101454903,15.6334788444534
0.4,2.844,25.2586812427408,0.876008794348196,69.3299063295236,15.6333995838519
0.4,2.942,25.6881999953901,0.875984780454584,71.2911243332745,15.6333232854121
0.4,3.04,26.1099679629817,0.875961962273184,73.2921568644283,15.6332494912175
0.4,3.138,26.5244900547546,0.875940254391407,75.3350814271079,15.6331778036289
0.4,3.236,26.9322687207666,0.875919579080291,77.4217072950871,15.6331078763008
0.4,3.334,27.3338011067846,0.875899865273669,79.5536148068472,15.6330394066651
0.4,3.432,27.7295765004034,0.875881047741561,81.7321883208185,15.6329721296281
0.4,3.53,28.1200741205599,0.875863066413279,83.9586439277251,15.6329058122704
0.4,3.628,28.5057612674289,0.875845865816601,86.2340528187523,15.6328402493769
0.4,3.726,28.8870918264255,0.875829394607529,88.5593610462126,15.6327752596581
0.4,3.824,29.264505105428,0.875813605171323,90.9354062812228,15.632710682544
0.4,3.922,29.6384249758956,0.875798453280104,93.3629320652246,15.6326463754589
0.4,4.02,30.0092592844264,0.875783897795793,95.8425999644531,15.6325822114969
0.4,4.118,30.3773995001173,0.87576990040982,98.3749999649404,15.6325180774329
0.4,4.216,30.743220563831,0.87575642541294,100.960659387273,15.6324538720183
0.4,4.314,31.1070809074277,0.87574343949006,103.600050552609,15.6323895045144
0.4,4.412,31.4693226136624,0.875730911536054,106.293597392391,15.6323248934284
0.4,4.51,31.8302716904251,0.875718812489425,109.041681162109,15.6322599654202
0.4,4.608,32.1902384360645,0.875707115181308,111.844645393123,15.6321946543558
0.4,4.706,32.5495178755301,0.875695794197814,114.702800194776,15.6321289004841
0.4,4.804,32.9083902498909,0.875684825754077,117.616426001101,15.6320626497204
0.4,4.902,33.2671215443887,0.875674187578686,120.585776841488,15.6319958530208
0.4,5,33.6259640425239,0.875663858807366,123.611083202376,15.6319284658349
0.5,0.1,4.01205446393127,0.841401090498734,2.50455632647592,16.2485365650423
0.5,0.198,6.10867795989419,0.839838111384225,4.40704807515433,16.2481879983248
0.5,0.296,7.60747183293392,0.838804202225874,7.26173831082636,16.2476673802629
0.5,0.394,8.62643863720558,0.838201370902873,10.7315093767068,16.2470391885554
0.5,0.492,9.40500149497163,0.837834445753965,14.4943325571078,16.2463650149545
0.5,0.59,10.0747731239147,0.837592512431081,18.2978104326758,16.2456931333981
0.5,0.688,10.6973440223053,0.837419566196017,21.9748321451776,16.2450555057561
0.5,0.786,11.2998155398007,0.837286897496487,25.4335609829068,16.2444696968225
0.5,0.884,11.892872806936,0.837179177497441,28.6374206093523,16.2439427021847
0.5,0.982,12.4794492013038,0.837087870297379,31.5852450256345,16.2434747447773
0.5,1.08,13.058968518542,0.837008035626048,34.2958106483258,16.2430622333041
0.5,1.178,13.6294769512187,0.836936708900922,36.7973365370337,16.2426997704432
0.5,1.276,14.1887195769231,0.836872044685895,39.1210373533738,16.2423813859196
0.5,1.374,14.7346643008368,0.836812846944225,41.2975151748909,16.2421012266131
0.5,1.472,15.2657280000233,0.836758303881305,43.3549612404959,16.2418539004961
0.5,1.57,15.7808415328,0.836707835053712,45.3184323382344,16.2416346150323
0.5,1.668,16.2794301860175,0.836661001917136,47.2097235995228,16.241439201507
0.5,1.766,16.7613534768104,0.836617455014208,49.0475456429238,16.2412640811456
0.5,1.864,17.2268294995743,0.836576902640955,50.847836500681,16.2411062054546
0.5,1.962,17.6763578863655,0.836539092212347,52.6241147083687,16.2409629886886
0.5,2.06,18.1106487434041,0.836503799157932,54.387825058485,16.240832241721
0.5,2.158,18.5305609036417,0.836470820272592,56.1486543616732,16.2407121116511
0.5,2.256,18.9370504820897,0.83643996968452,57.9148088016857,16.2406010287563
0.5,2.354,19.3311294122714,0.836411076342609,59.693251936073,16.2404976609721
0.5,2.452,19.7138329813744,0.836383982371316,61.4899060081134,16.2404008753886
0.5,2.55,20.086195112396,0.836358541910348,63.3098207244208,16.2403097059699
0.5,2.648,20.4492300992207,0.83633462021864,65.1573140163281,16.2402233266317
0.5,2.746,20.8039195808461,0.836312092919095,67.0360891077341,16.2401410288507
0.5,2.844,21.1512036793549,0.836290845317718,68.9493317706089,16.2400622030635
0.5,2.942,21.4919753842486,0.836270771763863,70.8997911291214,16.2399863232117
0.5,3.04,21.827077421661,0.836251775036832,72.8898468592641,16.2399129338894
0.5,3.138,22.1573009895443,0.836233765753938,74.9215651620368,16.2398416396372
0.5,3.236,22.4833858643548,0.8362166618,76.9967454791864,16.2397720960079
0.5,3.334,22.8060214899526,0.836200387780205,79.1169595729195,16.2397040020915
0.5,3.432,23.1258487463248,0.836184874498761,81.2835843005747,16.2396370942471
0.5,3.53,23.4434621662488,0.836170058465411,83.4978291751484,16.2395711408311
0.5,3.628,23.7594124244206,0.836155881431294,85.7607596054624,16.2395059377529
0.5,3.726,24.0742089681542,0.836142289954908,88.0733165486019,16.2394413047155
0.5,3.824,24.3883226936329,0.836129234998273,90.4363331758249,16.2393770820283
0.5,3.922,24.7021885987083,0.836116671552823,92.8505490460466,16.2393131278964
0.5,4.02,25.0162083639722,0.836104558294162,95.3166221937608,16.2392493161082
0.5,4.118,25.3307528295905,0.836092857264432,97.8351394671353,16.2391855340584
0.5,4.216,25.6461643472411,0.836081533580867,100.406625393969,16.2391216810524
0.5,4.314,25.9627589953232,0.836070555168958,103.031549805748,16.2390576668478
0.5,4.412,26.2808286520705,0.836059892518577,105.71033441118,16.2389934103973
0.5,4.51,26.600642925871,0.83604951846141,108.443358478687,16.2389288387619
0.5,4.608,26.9224509453849,0.836039407968066,111.230963761129,16.2388638861688
0.5,4.706,27.2464830143025,0.836029537963269,114.073458774376,16.2387984931934
0.5,4.804,27.572952137051,0.836019887157657,116.971122523506,16.2387326060461
0.5,4.902,27.9020554226497,0.836010435894721,119.924207755585,16.238666175951
0.5,5,28.2339753743708,0.836001166011607,122.932943805697,16.2385991586006
0.6,0.1,3.46365271444112,0.807713779190338,2.48528796281149,16.7824311955604
0.6,0.198,5.27965290813931,0.806358992033323,4.37314474544216,16.7820853130817
0.6,0.296,6.57710490085095,0.805463516915192,7.20587955010877,16.7815687033745
0.6,0.394,7.45917742640995,0.804941635475164,10.6489715087543,16.7809453469572
0.6,0.492,8.13337811466502,0.804624039274253,14.3828706590216,16.7802763610005
0.6,0.59,8.71361700389922,0.804414633031249,18.1571205066363,16.7796096478337
0.6,0.688,9.25315188527653,0.804264925177085,21.8058936367642,16.7789769235998
0.6,0.786,9.77539450849093,0.804150067379935,25.2380572808464,16.7783956183178
0.6,0.884,10.2895603156166,0.804056796188587,28.4173141739722,16.7778726741468
0.6,0.982,10.7981666492072,0.803977727447568,31.3425055191262,16.7774083126456
0.6,1.08,11.3007022329604,0.803908588174517,34.0322620984827,16.776998970405
0.6,1.178,11.7954703436161,0.803846814440501,36.5145851885172,16.7766392918041
0.6,1.276,12.280518707695,0.803790810177481,38.8204489918891,16.7763233526112
0.6,1.374,12.7540914428725,0.803739540789641,40.9802200928833,16.7760453447989
0.6,1.472,13.2148235284686,0.803692303821786,43.0218729445751,16.7757999178512
0.6,1.57,13.6617960787469,0.803648596766114,44.970271756677,16.7755823161092
0.6,1.668,14.0945186723177,0.803608039746171,46.8470442231517,16.7753884029221
0.6,1.766,14.5128767164913,0.803570329886436,48.6707572741043,16.7752146270332
0.6,1.864,14.9170656124506,0.803535214249713,50.4572265848518,16.7750579633828
0.6,1.962,15.3075238596625,0.803502473748008,52.2198669390296,16.7749158460976
0.6,2.06,15.6848714371202,0.803471913557203,53.9700353169851,16.774786102872
0.6,2.158,16.0498563222418,0.803443357377582,55.7173442256044,16.7746668950399
0.6,2.256,16.4033099771731,0.803416643952356,57.4699369191911,16.7745566649364
0.6,2.354,16.7461115054181,0.803391624896253,59.2347235698801,16.7744540907277
0.6,2.452,17.0791596147062,0.8033681632716,61.0175810320975,16.774358048204
0.6,2.55,17.4033512929912,0.803346132581949,62.8235203232317,16.774267578747
0.6,2.648,17.7195660709981,0.803325415993272,64.6568263036719,16.7741818626149
0.6,2.746,18.0286548166016,0.803305905676394,66.5211738455415,16.7741001967239
0.6,2.844,18.3314321278265,0.803287502213667,68.4197243414062,16.7740219761898
0.6,2.942,18.6286715292304,0.803270114041296,70.3552058880393,16.7739466789922
0.6,3.04,18.9211028121737,0.80325365691473,72.3299799702099,16.7738738532201
0.6,3.138,19.209410983404,0.803238053392956,74.3460970042655,16.7738031064495
0.6,3.236,19.4942363943829,0.803223232341692,76.4053426953646,16.7737340968762
0.6,3.334,19.7761757149947,0.803209128457186,78.509276817316,16.7736665258991
0.6,3.432,20.0557834905513,0.803195681812662,80.6592657357819,16.7736001319002
0.6,3.53,20.3335740820439,0.803182837429223,82.8565097573606,16.773534685013
0.6,3.628,20.6100238383798,0.803170544872434,85.102066191469,16.7734699827125
0.6,3.726,20.8855733878838,0.803158757875215,87.3968688520306,16.7734058460846
0.6,3.824,21.1606299664671,0.803147433987094,89.7417445955516,16.7733421166637
0.6,3.922,21.4355697231842,0.803136534249404,92.137427385896,16.7732786537419
0.6,4.02,21.7107399617866,0.803126022895605,94.5845702894998,16.7732153320756
0.6,4.118,21.9864612904612,0.803115867075659,97.0837557341822,16.7731520399228
0.6,4.216,22.26302966216,0.803106036603195,99.6355043071124,16.7730886773607
0.6,4.314,22.5407182955135,0.803096503724069,102.240282320401,16.7730251548385
0.6,4.412,22.8197794718821,0.803087242904882,104.898508334228,16.77296139193
0.6,4.51,23.1004462081076,0.803078230640022,107.610558795763,16.7728973162549
0.6,4.608,23.3829338073443,0.803069445275781,110.376772926129,16.7728328625445
0.6,4.706,23.6674412922729,0.803060866850194,113.197456966169,16.7727679718289
0.6,4.804,23.9541527262545,0.803052476947266,116.072887874072,16.7727025907307
0.6,4.902,24.2432384287271,0.803044258564373,119.003316553221,16.772636670847
0.6,5,24.5348560915397,0.803036195991654,121.988970676393,16.7725701682094
0.7,0.1,3.05602994477002,0.778959789002526,2.46719947559927,17.2753119747447
0.7,0.198,4.66246844043782,0.777760247593516,4.34131712793452,17.2749686119016
0.7,0.296,5.80937089194532,0.776968116923281,7.15343999501576,17.2744557648306
0.7,0.394,6.58898938256294,0.776506700762854,10.5714846845235,17.2738369474233
0.7,0.492,7.18502517999456,0.776225954995123,14.278228097747,17.2731728313991
0.7,0.59,7.69815566318727,0.776040842601577,18.0250359189592,17.2725109702527
0.7,0.688,8.17539943870371,0.775908483549892,21.6472858197164,17.271882849428
0.7,0.786,8.63739860418761,0.775806915148911,25.0545061367604,17.2713057723847
0.7,0.884,9.09225900661973,0.775724418274771,28.2106618249083,17.270786631085
0.7,0.982,9.5421770209793,0.775654470416367,31.1146010265282,17.2703256457622
0.7,1.08,9.98668102445546,0.775593298118262,33.7848179251386,17.2699192791606
0.7,1.178,10.4242587158626,0.775538637606016,36.2491094171211,17.2695622147895
0.7,1.276,10.8531774393577,0.775489079792583,38.5382240002749,17.26924857163
0.7,1.374,11.2718822775808,0.775443711245116,40.6823071902658,17.2689725839806
0.7,1.472,11.679166786814,0.77540191163617,42.7091299175389,17.2687289402923
0.7,1.57,12.0742209071024,0.775363237028908,44.6433755852406,17.2685129195249
0.7,1.668,12.4566145953472,0.775327351641514,46.5065146776229,17.2683204151296
0.7,1.766,12.8262507307075,0.775293987594673,48.3169792081942,17.2681479016839
0.7,1.864,13.1833065058108,0.775262921051048,50.0904699611174,17.2679923761293
0.7,1.962,13.5281740055407,0.775233958037936,51.8403042957215,17.2678512912502
0.7,2.06,13.861405548656,0.77520692600579,53.5777567333962,17.2677224905337
0.7,2.158,14.1836662971192,0.775181668776263,55.3123700051004,17.2676041486794
0.7,2.256,14.4956948464385,0.775158043478758,57.0522282688444,17.2674947193436
0.7,2.354,14.7982715182182,0.775135918639566,58.8041915618122,17.2673928902983
0.7,2.452,15.0921935785796,0.775115172927908,60.5740941119646,17.2672975455028
0.7,2.55,15.3782564068385,0.775095694268411,62.3669106010247,17.2672077333039
0.7,2.648,15.6572396118234,0.775077379152951,64.1868948292171,17.2671226399152
0.7,2.746,15.9298971587743,0.775060132058559,66.0376950397826,17.2670415673604
0.7,2.844,16.1969506787068,0.775043864921397,67.9224497264671,17.2669639151492
0.7,2.942,16.4590852552213,0.775028496641923,69.8438672347769,17.2668891650525
0.7,3.04,16.7169471045387,0.775013952610264,71.8042919613967,17.2668168684418
0.7,3.138,16.9711426746548,0.775000164248308,73.8057594943692,17.2667466357427
0.7,3.236,17.2222387853543,0.774987068568568,75.8500426336813,17.266678127633
0.7,3.334,17.4707635117046,0.774974607751397,77.9386898895107,17.2666110476802
0.7,3.432,17.7172075803433,0.774962728742372,80.0730577692878,17.2665451361653
0.7,3.53,17.9620261019172,0.774951382871465,82.2543379282217,17.2664801648909
0.7,3.628,18.2056405062025,0.774940525495071,84.4835800637614,17.2664159328021
0.7,3.726,18.44844058052,0.774930115661459,86.7617112757191,17.2663522622835
0.7,3.824,18.6907865386862,0.774920115799661,89.089552484301,17.2662889960196
0.7,3.922,18.9330110683389,0.774910491431429,91.4678323927954,17.2662259943238
0.7,4.02,19.1754213202672,0.774901210905518,93.8971993957261,17.2661631328611
0.7,4.118,19.4183008153632,0.774892245153346,96.3782317632089,17.2661003007003
0.7,4.216,19.6619112538144,0.774883567464877,98.9114463750682,17.2660373986435
0.7,4.314,19.906494217848,0.774875153283512,101.497306231525,17.2659743377895
0.7,4.412,20.1522727642293,0.774866980018685,104.136226928987,17.2659110382953
0.7,4.51,20.3994529062426,0.774859026874901,106.828582258051,17.2658474283056
0.7,4.608,20.648224987356,0.774851274695914,109.574709055002,17.2657834430244
0.7,4.706,20.8987649504614,0.774843705822859,112.374911416775,17.2657190239097
0.7,4.804,21.1512355076692,0.774836303965137,115.229464371752,17.2656541179706
0.7,4.902,21.4057872162947,0.774829054082976,118.138617084184,17.2655886771549
0.7,5,21.6625594670015,0.774821942280629,121.102595657905,17.2655226578126
0.8,0.1,2.74051522189512,0.753868145977183,2.44843089669023,17.7336785410105
0.8,0.198,4.18465347959476,0.752792186188882,4.30829205989148,17.7333377921261
0.8,0.296,5.21741338846048,0.752080063941842,7.09902599942899,17.7328288486995
0.8,0.394,5.91954417684557,0.75166478413258,10.4910779108598,17.7322147406494
0.8,0.492,6.45594810553411,0.751412057553931,14.1696388752349,17.7315556776205
0.8,0.59,6.91740180507614,0.751245491987213,17.8879654810331,17.7308988511882
0.8,0.688,7.34644997769418,0.751126492219194,21.4826862439584,17.7302755073854
0.8,0.786,7.76185948908814,0.751035264384656,24.8640159682626,17.7297028182831
0.8,0.884,8.17106793917425,0.750961235387743,27.9961921317676,17.7291876236848
0.8,0.982,8.57615421820969,0.750898514948045,30.8780704099965,17.7287301423845
0.8,1.08,8.97676307503619,0.750843692517162,33.5280034704394,17.728326864216
0.8,1.178,9.371576186627,0.750794720774203,35.9735762684691,17.7279725132576
0.8,1.276,9.75905621704099,0.750750325091943,38.245303164344,17.7276612533083
0.8,1.374,10.1378102014453,0.750709679536755,40.3731002995618,17.7273873625732
0.8,1.472,10.5067476028467,0.750672223874823,42.3845274067044,17.7271455699313
0.8,1.57,10.8651270815838,0.75063755797667,44.304080244527,17.7269311902626
0.8,1.668,11.2125446748644,0.750605379977209,46.153066128784,17.7267401482539
0.8,1.766,11.5488936334668,0.750575449723639,47.949777033032,17.7265689452923
0.8,1.864,11.874313294836,0.75054756706013,49.7097944803495,17.7264146011515
0.8,1.962,12.1891367273332,0.750521558894434,51.4463346948736,17.7262745879795
0.8,2.06,12.4938422674684,0.750497271479057,53.1705865940445,17.7261467656549
0.8,2.158,12.7890112996801,0.750474565782807,54.8920204683172,17.726029322749
0.8,2.256,13.0752930018175,0.750453314681567,56.6186591199198,17.7259207246689
0.8,2.354,13.3533758711188,0.75043340120782,58.3573105318882,17.7258196691575
0.8,2.452,13.623965382946,0.750414717406488,60.113764671902,17.7257250486532
0.8,2.55,13.8877669423071,0.750397163530878,61.8929584914787,17.7256359187327
0.8,2.648,14.1454732532939,0.75038064742486,63.6991135369148,17.7255514717914
0.8,2.746,14.3977552822211,0.750365084004711,65.5358503975264,17.725471015155
0.8,2.844,14.6452560819724,0.750350394793866,67.4062837852689,17.725393952894
0.8,2.942,14.8885868511841,0.750336507486914,69.3131015313203,17.7253197707155
0.8,3.04,15.1283247072931,0.750323355532138,71.258630282686,17.725248023398
0.8,3.138,15.3650117492622,0.750310877728914,73.2448902236068,17.7251783243255
0.8,3.236,15.5991550705137,0.750299017839712,75.2736407466627,17.7251103367528
0.8,3.334,15.8312274543914,0.75028772421791,77.3464186586845,17.7250437664979
0.8,3.432,16.0616685438842,0.750276949453009,79.4645702226631,17.7249783558139
0.8,3.53,16.2908863256465,0.750266650034664,81.629278102135,17.7249138782361
0.8,3.628,16.5192588070431,0.750256786036525,83.8415840818291,17.7248501342356
0.8,3.726,16.7471357955802,0.750247320820438,86.102408280814,17.7247869475455
0.8,3.824,16.9748407140818,0.750238220761091,88.4125654458946,17.7247241620442
0.8,3.922,17.2026724035797,0.750229454990817,90.7727788083103,17.7246616391054
