w_mm,freq_ghz,r_ohm,l_uH,g_uS,c_pF
0.2,0.6,22.9144199492998,1.03398080083656,15.0787967888792,13.6716325296452
0.2,0.63,23.4382043606681,1.03383067961378,15.8629985555146,13.6715260700657
0.2,0.66,23.9489399220918,1.03369209156111,16.6492473234708,13.6714207304065
0.2,0.69,24.4479713712528,1.03356352251497,17.4358906624246,13.6713167987829
0.2,0.72,24.9363427208956,1.0334437134472,18.2215464787217,13.6712145161726
0.2,0.75,25.4148653895203,1.03333161337291,19.0050816155871,13.6711140801479
0.2,0.78,25.8841725693738,1.03322634113724,19.7855894782456,13.6710156487765
0.2,0.81,26.3447623281169,1.03312715445795,20.562367445739,13.67091934456
0.2,0.84,26.7970315651936,1.03303342485656,21.3348946671107,13.6708252583059
0.2,0.87,27.2413025894694,1.0329446173491,22.1028106921364,13.6707334528531
0.2,0.9,27.6778437715681,1.03286027397689,22.8658952586011,13.6706439665965
0.2,0.93,28.1068854574751,1.03278000043271,23.6240494500724,13.6705568167726
0.2,0.96,28.528632107242,1.03270345518306,24.3772783495939,13.6704720024836
0.2,0.99,28.9432714389862,1.03263034060439,25.1256752442592,13.6703895074518
0.2,1.02,29.3509812080893,1.03256039574645,25.8694073812347,13.6703093025034
0.2,1.05,29.7519341290276,1.03249339041166,26.6087032352701,13.6702313477881
0.2,1.08,30.1463013477163,1.03242912030076,27.3438412188509,13.670155594748
0.2,1.11,30.5342547914571,1.03236740302367,28.0751397467786,13.6700819878502
0.2,1.14,30.9159686580678,1.03230807481341,28.8029485552088,13.6700104660996
0.2,1.17,31.2916202527018,1.03225098781234,29.5276411693489,13.6699409643532
0.2,1.2,31.6613903379077,1.03219600782519,30.2496084126729,13.6698734144513
0.2,1.23,32.0254631277481,1.03214301245309,30.9692528524721,13.6698077461861
0.2,1.26,32.3840260287597,1.03209188953949,31.6869840808402,13.6697438881246
0.2,1.29,32.7372692079399,1.03204253587143,32.4032147360211,13.6696817683024
0.2,1.32,33.0853850497869,1.03199485609059,33.1183571758232,13.6696213148033
0.2,1.35,33.4285675498632,1.03194876177669,33.8328207220584,13.6695624562405
0.2,1.38,33.7670116807265,1.0319041706729,34.5470094023542,13.6695051221496
0.2,1.41,34.1009127568319,1.03186100602858,35.2613201229684,13.6694492433078
0.2,1.44,34.4304658176975,1.03181919603876,35.9761412132291,13.6693947519872
0.2,1.47,34.7558650428779,1.03177867336422,36.6918512888173,13.6693415821533
0.2,1.5,35.0773032078096,1.03173937471814,37.4088183872388,13.6692896696158
0.2,1.53,35.3949711861238,1.03170124050845,38.1273993344575,13.6692389521387
0.2,1.56,35.7090575013743,1.03166421452671,38.8479393067755,13.669189369517
0.2,1.59,36.0197479291337,1.03162824367576,39.5707715566581,13.6691408636246
0.2,1.62,36.3272251489321,1.0315932777303,40.2962172753309,13.6690933784376
0.2,1.65,36.6316684444479,1.03155926912491,41.0245855686485,13.6690468600394
0.2,1.68,36.9332534496193,1.03152617276562,41.7561735259872,13.6690012566081
0.2,1.71,37.2321519378533,1.03149394586125,42.4912663647785,13.6689565183914
0.2,1.74,37.5285316512125,1.03146254777187,43.2301376358153,13.6689125976709
0.2,1.77,37.8225561663151,1.03143193987178,43.9730494766581,13.6688694487179
0.2,1.8,38.1143847936463,1.03140208542512,44.7202529023815,13.6688270277427
0.2,1.83,38.4041725070261,1.03137294947239,45.4719881245671,13.668785292839
0.2,1.86,38.6920699000881,1.0313444987265,46.2284848908804,13.6687442039244
0.2,1.89,38.9782231667669,1.03131670147715,46.9899628388173,13.6687037226792
0.2,1.92,39.2627741029711,1.0312895275026,47.7566318582711,13.668663812483
0.2,1.95,39.5458601268064,1.03126294798796,48.5286924584877,13.6686244383504
0.2,1.98,39.827614314914,1.03123693544925,49.3063361357668,13.6685855668674
0.2,2.01,40.108165452688,1.03121146366269,50.0897457389314,13.6685471661274
0.2,2.04,40.3876380963339,1.03118650759874,50.8790958301656,13.6685092056681
0.2,2.07,40.666152644919,1.03116204336027,51.6745530393003,13.6684716564102
0.2,2.1,40.9438254207486,1.03113804812467,52.4762764100416,13.6684344905965
0.3,0.6,16.5121994383494,0.959914775549898,15.0799845395949,14.5150514239397
0.3,0.63,16.8923832087254,0.959805726171711,15.8642537074621,14.5149449562471
0.3,0.66,17.2630686693792,0.959705064768726,16.6505705235216,14.5148396084842
0.3,0.69,17.6252396199102,0.959611690039892,17.4372823972632,14.5147356687918
0.3,0.72,17.9796604539511,0.959524686055575,18.2230070942099,14.5146333781707
0.3,0.75,18.3269256993842,0.959443288097292,19.0066113354301,14.514532934213
0.3,0.78,18.6674995801559,0.959366854924448,19.7871884217451,14.5144344950037
0.3,0.81,19.0017474031887,0.959294846297211,20.564035644474,14.5143381830591
0.3,0.84,19.3299603048521,0.959226804767599,21.3366320804409,14.514244089199
0.3,0.87,19.6523746363185,0.959162340922482,22.1046172214658,14.5141522762725
0.3,0.9,19.9691870411942,0.959101121412612,22.8677707603798,14.5140627826826
0.3,0.93,20.2805660859642,0.959042859228551,23.625993747544,14.513975625672
0.3,0.96,20.5866611426556,0.958987305788993,24.3792912433201,14.5138908043475
0.3,0.99,20.887609090156,0.958934244492041,25.1277565214727,14.5138083024347
0.3,1.02,21.1835392917409,0.958883485448698,25.8715568240832,14.5137280907615
0.3,1.05,21.4745772175845,0.958834861172981,26.6109206280258,14.5136501294784
0.3,1.08,21.7608470088322,0.95878822304725,27.3461263541617,14.5135743700273
0.3,1.11,22.0424732211979,0.958743438416765,28.0774924310411,14.513500756874
0.3,1.14,22.3195819384991,0.958700388195753,28.8053686131454,14.5134292290218
0.3,1.17,22.592301408009,0.958658964889991,29.5301284478644,14.5133597213252
0.3,1.2,22.8607623183,0.958619070959095,30.2521627840675,14.5132921656214
0.3,1.23,23.1250978150127,0.958580617456326,30.9718742170818,14.5132264916993
0.3,1.26,23.3854433295994,0.958543522895466,31.6896723691698,14.5131626281222
0.3,1.29,23.6419362796546,0.958507712303825,32.4059699104326,14.5131005029217
0.3,1.32,23.8947156862251,0.958473116428053,33.1211792318355,14.5130400441775
0.3,1.35,24.143921742894,0.958439671065619,33.8357096893088,14.5129811804983
0.3,1.38,24.3896953629556,0.958407316499866,34.5499653452691,14.5129238414154
0.3,1.41,24.6321777242618,0.958375997020541,35.2643431411844,14.5128679577014
0.3,1.44,24.8715098259799,0.958345660515055,35.9792314418008,14.5128134616238
0.3,1.47,25.1078320673031,0.958316258118377,36.6950088982459,14.5127602871438
0.3,1.5,25.3412838548757,0.958287743911662,37.4120435833507,14.5127083700663
0.3,1.53,25.5720032431536,0.958260074661472,38.1306923581572,14.5126576481511
0.3,1.56,25.8001266099802,0.958233209592924,38.8513004336962,14.5126080611887
